epoch,train_loss,val_loss
1,0.15739359437970382,0.13651372905703135
2,0.14250437186733933,0.1323285625788283
3,0.13948282848339838,0.13289665175898005
4,0.1374405148720778,0.13172509089849788
5,0.1356019545554048,0.13051942917150644
